IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
95,5.08,4.63,3,1,7,2,4,No
121,5.87,5.61,1,1,1,3,1,No
122,7.44,7.77,3,1,1,6,2,No
98,9.11,9.47,4,1,3,2,1,No
84,6.39,6.26,9,1,7,9,4,No
68,7.61,7.48,10,0,6,6,1,No
77,6.72,6.98,8,1,1,6,1,No
79,5.52,5.32,4,0,9,8,1,No
120,9.79,9.41,7,0,5,1,3,Yes
101,9.27,9.03,9,1,10,10,3,Yes
105,5.39,5.28,2,0,10,3,4,No
66,8.6,8.15,3,0,3,2,0,No
82,6.74,6.72,1,1,9,1,1,No
113,9.97,10.21,8,0,0,6,1,No
104,6.51,6.52,2,0,7,4,5,No
97,6.19,5.76,7,0,7,6,3,No
108,7.84,7.78,7,0,5,8,2,No
124,9.18,9.39,3,0,9,7,5,Yes
96,5.96,5.52,2,1,6,3,3,No
101,8.55,8.11,3,1,2,3,0,No
102,5.31,5.18,8,0,8,6,5,No
135,9.59,9.28,9,1,3,1,1,No
68,5.41,5.84,8,0,10,3,1,No
110,9.57,9.65,2,0,1,8,4,Yes
98,7.45,7.24,9,1,3,3,2,No
108,7.24,7.44,6,1,1,1,4,No
90,9.87,9.74,2,1,3,10,2,Yes
99,9.95,9.58,9,0,1,9,5,Yes
110,8.25,7.99,5,0,10,2,5,No
112,7.53,7.08,1,1,5,8,5,Yes
87,7.65,7.42,2,0,7,3,2,No
93,7.57,7.28,1,0,10,7,2,No
93,7.85,7.55,4,0,0,10,4,No
73,5.09,5.27,2,1,8,4,1,No
95,8.56,8.89,1,0,10,2,1,No
110,8.56,8.78,3,0,1,4,5,No
80,5.58,5.73,4,1,7,8,4,No
115,7.85,8.27,4,0,3,2,5,Yes
107,7.84,7.4,3,0,1,6,3,No
88,8.41,8.08,2,1,0,10,5,Yes
97,5.43,5.34,8,0,3,3,0,No
123,8.13,8.0,10,1,9,3,2,No
111,6.4,6.32,2,0,0,6,4,No
100,7.54,7.25,5,1,7,3,2,No
96,8.87,8.52,7,0,1,2,2,No
101,8.53,8.54,9,1,7,2,2,No
92,5.59,6.02,3,1,9,3,4,No
68,7.96,7.85,1,1,0,2,1,No
130,9.85,9.39,9,0,6,6,3,Yes
102,5.78,5.99,1,1,6,4,3,No
105,9.26,9.05,8,1,4,1,5,No
99,8.51,8.26,2,1,2,3,4,No
88,8.87,8.69,7,0,5,10,0,No
97,6.41,6.63,3,0,10,3,3,No
76,6.44,6.76,6,1,4,4,3,No
134,9.53,9.62,6,0,8,6,2,Yes
81,6.8,6.62,4,0,3,1,4,No
84,5.32,5.13,8,0,8,2,5,No
93,8.0,7.62,5,1,9,10,5,No
119,5.62,6.05,7,1,5,3,1,No
100,8.98,9.12,5,0,8,5,4,No
81,8.21,7.74,4,1,2,7,4,No
118,9.37,9.53,6,1,0,1,3,Yes
110,8.92,8.87,3,0,5,2,2,No
108,5.56,6.03,6,1,3,4,4,No
110,6.91,7.23,6,1,10,10,1,No
135,8.87,8.54,6,0,9,1,2,Yes
132,7.09,7.31,3,1,3,1,2,No
89,9.86,9.85,8,0,3,9,1,No
124,8.68,8.37,4,0,0,6,1,No
105,5.08,5.28,2,0,4,2,5,No
107,9.4,9.45,7,0,8,10,1,No
74,5.5,5.03,8,0,2,7,4,No
97,5.7,5.85,4,0,1,10,5,No
87,8.67,8.8,6,1,1,6,2,No
112,9.32,8.96,8,0,9,6,5,Yes
116,7.68,7.53,5,0,6,8,2,Yes
68,6.45,6.54,9,0,5,10,0,No
99,6.76,6.4,6,1,1,3,0,No
116,6.71,7.06,6,0,0,10,0,No
97,6.63,6.16,2,1,6,2,5,No
110,6.21,5.81,7,0,10,9,4,No
105,8.04,7.66,9,0,5,5,5,No
105,9.5,9.53,5,0,4,6,4,No
95,6.54,6.66,5,0,4,7,1,No
81,5.93,5.83,5,0,9,2,4,No
83,9.19,8.98,1,0,2,6,2,No
110,8.71,9.02,5,0,10,1,2,No
100,9.65,9.22,10,1,4,9,5,Yes
97,5.83,5.61,8,1,5,6,3,No
93,5.72,5.26,3,0,10,7,3,No
95,7.71,7.22,9,0,6,5,4,No
115,8.07,7.92,9,0,6,2,5,No
94,7.4,7.09,6,0,9,4,5,No
79,7.99,7.76,4,0,9,5,3,No
111,5.9,6.22,4,0,7,10,4,Yes
96,7.4,7.06,1,0,4,2,1,No
100,8.29,8.57,10,0,3,9,1,No
124,7.16,7.34,5,1,6,2,3,No
99,8.4,8.23,5,0,1,2,4,No
104,7.26,7.31,5,1,7,2,3,No
82,6.67,6.61,1,0,3,2,2,No
96,6.52,6.15,1,1,9,5,4,No
109,7.05,7.46,10,1,0,7,0,No
76,5.12,5.19,2,1,1,1,2,No
103,8.34,8.72,1,0,0,9,4,Yes
101,9.23,9.55,8,1,4,6,3,No
100,6.77,6.35,4,0,0,1,5,No
115,5.23,4.94,6,1,10,1,3,No
105,9.93,9.58,8,0,8,9,3,Yes
122,6.32,6.65,5,1,10,9,4,Yes
85,5.63,5.99,6,1,10,1,3,No
102,6.85,6.88,4,1,3,1,4,No
101,8.69,8.29,6,0,9,5,4,No
83,6.47,6.11,6,1,2,5,3,No
114,7.87,8.18,3,1,8,7,1,No
134,7.08,7.51,4,1,3,4,1,No
99,5.59,5.29,6,1,0,10,2,No
107,6.65,6.16,8,0,1,1,4,No
101,8.62,8.45,7,1,3,6,3,No
89,8.06,7.59,4,0,10,10,5,No
72,5.6,5.93,3,0,0,3,3,No
89,5.82,5.81,8,0,5,7,3,No
79,8.2,8.34,6,1,6,1,1,No
125,9.07,8.98,8,0,0,4,0,No
98,6.75,6.6,9,0,5,10,5,No
94,7.98,7.7,9,0,2,9,4,No
113,5.85,6.12,10,0,6,10,2,Yes
83,6.56,6.76,9,1,10,6,2,No
88,5.1,4.96,10,1,1,2,2,No
101,8.84,8.66,1,0,1,6,4,No
115,7.01,6.51,3,0,10,9,4,Yes
107,9.08,8.64,9,1,3,1,2,No
103,8.54,8.66,4,1,10,5,2,No
101,9.14,9.15,10,1,7,8,3,Yes
106,6.43,6.36,2,0,2,7,5,No
103,5.93,6.26,1,0,7,10,0,No
84,9.86,9.86,5,0,6,2,1,No
100,8.59,8.47,4,0,4,8,4,Yes
83,9.17,8.83,5,0,3,9,0,No
101,5.07,5.39,5,1,9,10,2,No
92,6.77,6.85,8,0,9,8,5,No
138,8.71,8.3,6,1,1,6,2,Yes
99,5.39,5.54,3,0,8,9,2,No
78,7.84,7.77,9,1,3,8,2,No
97,7.15,7.46,8,0,4,4,3,No
107,5.09,5.51,9,0,1,6,4,No
125,6.18,6.28,4,0,1,5,2,No
91,6.42,6.65,8,0,1,10,2,No
76,5.56,5.12,3,1,9,9,4,No
112,8.16,8.22,5,0,1,4,1,No
79,6.21,6.47,7,0,8,1,3,No
93,6.39,6.39,1,0,4,9,3,No
96,9.49,9.58,1,0,10,9,0,No
98,7.34,7.74,3,1,5,7,3,No
110,6.96,6.66,4,0,3,5,0,No
89,8.62,8.22,1,0,1,7,1,No
95,9.55,9.74,8,0,2,9,4,Yes
99,5.13,5.45,2,0,2,3,2,No
102,7.24,7.59,5,1,10,5,5,No
101,8.05,8.19,6,0,10,3,0,No
106,6.59,6.92,6,0,9,8,5,No
112,8.86,9.06,6,0,7,1,5,Yes
105,9.86,9.45,1,0,7,4,3,No
106,9.72,9.98,3,1,5,7,5,No
76,6.33,6.01,3,0,10,9,2,No
100,6.13,5.87,8,0,9,10,1,No
107,9.79,9.68,6,0,10,2,4,No
110,7.29,7.1,2,0,7,9,0,No
89,6.04,5.86,1,0,2,6,3,No
90,8.53,8.2,4,0,6,7,5,No
91,6.42,6.21,1,1,4,4,5,No
108,6.34,5.86,5,0,8,5,2,No
115,9.4,9.37,8,1,8,1,2,Yes
93,5.81,6.08,10,1,4,4,2,No
113,5.32,5.68,2,0,5,8,4,Yes
101,6.35,6.67,8,0,0,6,0,No
98,8.03,7.95,8,1,3,7,4,No
96,5.62,5.85,6,1,0,1,5,No
111,7.36,7.15,8,0,3,7,3,No
104,8.14,7.7,2,0,0,6,0,No
134,9.24,9.42,7,0,9,4,1,No
87,6.15,6.3,8,0,3,2,1,No
107,9.09,9.39,4,0,5,2,5,No
92,6.17,6.29,9,1,8,7,4,No
86,8.38,8.04,6,1,1,3,4,No
99,7.15,7.5,3,0,1,2,5,No
102,5.57,5.7,4,0,5,10,4,No
97,6.09,6.36,1,0,9,10,1,No
83,5.88,5.68,10,1,5,2,0,No
104,6.79,6.36,1,0,2,3,5,No
68,8.27,7.95,1,1,1,5,0,No
98,6.17,5.76,4,0,2,10,4,No
100,5.92,5.66,1,0,3,10,5,No
111,5.05,5.01,6,0,3,10,2,Yes
114,7.36,7.77,2,0,6,5,0,No
92,7.14,7.51,1,1,3,7,1,No
97,6.17,6.39,7,0,9,10,3,No
88,5.27,4.79,6,1,5,3,2,No
83,7.15,6.99,1,0,5,3,5,No
104,8.94,9.12,10,1,9,7,1,No
80,8.58,8.21,9,1,2,6,2,No
93,9.3,9.6,6,0,8,6,3,No
85,5.05,5.46,2,0,9,4,5,No
108,9.83,9.68,7,0,4,4,4,No
127,6.71,6.92,3,0,9,2,2,No
80,9.95,9.6,7,0,8,6,3,No
72,6.26,6.45,9,0,9,10,3,No
98,7.36,6.88,5,1,5,3,2,No
100,6.77,6.42,1,0,5,6,5,No
103,6.78,6.99,5,0,8,3,2,No
93,9.21,9.42,8,1,9,3,2,No
96,8.73,8.87,8,0,4,1,2,No
105,9.96,9.94,3,0,2,5,4,No
115,8.07,8.24,4,0,2,2,1,No
70,7.32,7.59,8,0,1,10,0,No
94,5.45,5.92,8,0,1,2,4,No
103,9.98,10.37,7,1,5,9,2,Yes
86,7.76,8.05,6,1,7,2,3,No
125,8.5,8.69,4,0,10,2,5,Yes
90,7.03,7.1,10,0,7,6,4,No
99,7.74,7.36,9,0,7,10,0,No
108,9.71,9.38,2,1,9,1,5,No
91,5.83,6.15,2,0,6,8,0,No
72,6.46,6.76,1,0,1,1,4,No
93,5.76,5.87,3,0,9,9,3,No
115,8.96,8.9,3,1,10,4,3,Yes
94,5.31,4.84,4,0,1,3,5,No
87,5.41,5.24,3,0,9,7,3,No
113,6.49,6.41,10,1,6,8,1,No
95,7.57,7.56,6,0,3,5,3,No
92,7.03,7.46,9,1,5,3,0,No
102,5.22,4.83,8,0,8,4,5,No
111,9.79,9.81,6,0,4,10,2,Yes
135,9.76,9.63,8,0,9,6,2,Yes
112,6.4,6.89,8,1,3,5,0,No
117,8.66,9.02,10,1,2,4,3,Yes
92,7.89,7.83,6,0,6,3,2,No
84,6.19,6.69,2,1,6,6,5,No
100,6.31,6.32,5,0,6,7,0,No
101,7.46,7.13,4,1,4,2,3,No
83,7.1,7.16,6,0,9,6,1,No
97,6.46,6.19,2,1,7,3,2,No
105,9.04,9.18,4,0,10,10,5,Yes
105,7.41,7.85,8,0,1,8,3,No
107,8.27,8.56,1,1,3,2,5,No
104,5.95,5.72,3,1,0,5,3,No
92,7.67,7.47,4,0,5,8,5,No
92,6.59,6.16,2,0,5,9,2,No
82,7.63,7.42,2,1,2,7,3,No
126,8.9,8.49,6,0,0,9,5,Yes
100,8.84,8.84,6,0,4,9,4,Yes
96,6.77,6.98,3,1,0,8,4,No
86,8.47,8.72,8,1,2,7,1,No
83,8.13,7.97,2,0,9,3,4,No
93,5.74,5.53,5,0,8,8,4,No
106,8.4,8.0,7,1,2,3,1,No
109,5.52,5.38,1,0,8,9,4,No
114,9.36,9.16,2,0,6,9,4,Yes
127,7.58,7.71,2,1,7,10,5,Yes
107,6.93,7.31,8,0,5,10,2,No
84,5.29,5.24,10,0,4,9,1,No
96,6.9,7.15,6,1,9,4,3,No
104,9.52,9.17,4,0,7,9,3,Yes
131,5.1,5.49,4,0,1,2,0,No
79,7.37,7.02,5,1,6,1,0,No
118,9.66,9.35,3,1,0,8,4,Yes
102,6.97,6.58,4,0,6,6,4,No
112,7.14,6.95,4,0,5,10,3,Yes
98,7.89,7.94,7,0,3,9,1,No
87,7.31,7.8,7,1,2,9,2,No
111,5.84,6.13,1,1,8,3,5,No
109,5.09,4.97,3,0,5,2,0,No
114,8.05,8.13,9,1,5,7,4,Yes
99,9.6,9.72,6,1,0,5,0,No
91,5.53,5.85,6,0,4,10,3,No
76,6.05,6.29,4,0,6,6,1,No
112,6.85,6.92,10,1,3,5,3,No
106,9.04,9.21,9,0,1,4,2,No
85,6.35,6.6,3,1,8,1,1,No
91,9.41,9.04,8,0,5,4,2,No
92,5.27,4.97,6,0,8,10,2,No
77,9.7,9.89,2,1,7,3,1,No
87,7.8,8.15,3,0,0,3,2,No
82,8.29,8.2,1,0,1,5,0,No
93,6.84,7.32,3,0,1,1,4,No
88,8.91,8.63,4,0,1,6,1,No
75,5.83,5.75,6,1,3,2,3,No
130,5.24,5.12,10,1,6,1,3,No
118,6.98,7.41,7,0,6,8,4,Yes
88,9.27,9.06,3,0,0,10,3,Yes
104,8.77,8.74,7,0,7,3,4,No
106,7.59,7.28,4,0,3,6,0,No
117,7.86,7.88,1,0,7,2,3,No
87,5.65,6.01,1,1,9,5,3,No
116,9.2,9.0,8,0,8,9,0,Yes
91,8.93,9.24,10,1,6,7,3,No
79,8.28,8.69,7,0,2,4,3,No
110,7.33,6.9,4,0,2,3,0,No
119,9.82,10.08,1,0,4,9,5,Yes
138,9.4,9.16,6,0,6,4,0,No
82,8.22,7.9,10,1,6,5,5,No
110,6.86,6.96,7,1,8,6,0,No
93,8.09,8.3,6,0,0,10,5,Yes
111,7.88,7.77,6,0,2,5,3,No
77,6.97,6.51,8,1,0,9,4,No
81,6.53,6.94,6,0,5,1,5,No
88,7.04,7.27,2,0,9,6,4,No
101,7.87,7.64,7,0,6,4,1,No
90,7.14,7.14,10,0,1,4,1,No
109,6.32,5.85,4,0,8,3,3,No
115,8.8,8.64,3,0,4,5,3,Yes
108,7.66,7.68,8,0,2,8,4,No
124,5.34,5.36,10,0,6,4,2,No
106,6.84,6.55,5,1,6,7,1,No
81,9.42,9.7,4,0,0,8,4,Yes
120,8.78,8.58,4,0,5,5,3,Yes
90,6.62,6.7,5,0,2,10,1,No
113,9.69,9.46,4,1,6,1,1,No
123,5.38,5.31,3,0,4,8,5,Yes
106,9.81,9.52,4,1,3,10,1,No
77,6.23,6.36,10,0,9,3,3,No
86,5.05,4.98,5,1,6,4,4,No
119,7.17,6.69,2,0,6,10,2,Yes
97,6.79,6.32,7,1,7,7,3,No
101,7.7,7.67,5,0,4,9,1,No
111,8.98,8.66,9,0,3,4,5,Yes
110,9.21,9.3,6,0,0,4,5,No
104,7.01,6.92,1,1,3,6,0,No
96,7.15,7.3,9,0,10,9,4,No
95,5.74,6.19,5,1,9,4,3,No
112,5.24,5.27,9,0,0,10,1,No
108,8.21,8.5,1,0,6,8,2,Yes
96,5.32,5.57,2,1,5,3,5,No
116,8.67,9.09,3,0,6,2,1,No
98,7.7,7.41,5,0,7,4,1,No
87,5.99,6.32,6,0,5,4,3,No
88,7.7,8.11,5,1,1,7,5,No
85,5.91,5.8,1,0,1,7,2,No
95,7.19,7.0,4,0,8,9,5,No
118,9.0,9.45,6,1,5,10,0,Yes
87,7.31,7.44,4,0,5,2,5,No
102,5.74,5.62,4,1,0,4,5,No
90,8.62,8.91,5,1,7,3,3,No
96,5.93,5.73,8,1,10,3,5,No
77,8.69,8.37,5,0,7,7,4,No
96,7.4,7.44,7,1,3,10,2,No
97,7.27,7.34,8,0,6,6,0,No
108,9.26,9.59,6,1,8,3,0,No
103,8.54,8.5,6,1,10,8,2,Yes
82,5.16,5.47,2,1,0,8,4,No
116,6.48,6.29,10,0,4,7,1,No
103,9.35,9.43,5,1,7,9,3,Yes
102,5.09,4.8,1,1,6,3,4,No
99,7.73,7.62,9,1,9,5,5,No
92,8.64,9.0,7,1,3,6,0,No
103,8.11,7.83,2,0,2,9,5,No
107,8.8,9.11,6,0,0,4,4,No
73,8.63,8.41,10,1,2,5,1,No
91,8.46,7.99,9,1,1,9,5,No
96,9.11,8.72,5,0,4,4,4,No
103,8.23,8.48,3,1,0,2,4,No
117,7.01,6.77,10,0,3,9,5,Yes
88,7.36,7.51,4,1,7,3,0,No
92,8.58,8.78,3,0,8,6,4,No
92,9.38,9.23,1,1,0,9,5,Yes
87,6.36,6.33,10,0,2,3,3,No
94,6.71,6.61,7,1,5,8,2,No
111,9.65,10.1,8,1,4,9,5,Yes
84,7.89,7.71,2,0,0,3,0,No
106,5.89,5.57,8,1,1,3,2,No
74,8.32,8.19,9,1,1,4,4,No
91,9.95,10.12,7,1,6,1,1,No
95,9.12,9.32,1,0,5,2,5,No
125,8.73,9.15,4,1,5,1,5,Yes
95,6.04,6.42,7,1,0,3,0,No
66,9.38,9.17,6,0,0,6,4,No
70,7.63,7.59,8,0,3,8,4,No
100,9.45,9.7,6,0,9,5,1,No
109,6.65,7.07,10,0,5,8,4,No
105,5.31,5.15,6,0,10,6,3,No
102,7.38,7.32,10,1,5,1,1,No
117,6.35,6.75,6,0,4,3,0,No
91,8.58,8.44,7,1,3,2,0,No
113,9.79,9.77,5,1,1,6,2,Yes
75,8.45,8.85,9,1,6,8,3,Yes
86,9.43,9.73,7,0,5,6,5,No
72,7.27,7.01,1,0,6,4,3,No
95,8.86,8.68,9,0,2,4,0,No
99,9.22,9.07,6,0,0,9,4,Yes
101,8.55,8.96,8,0,0,1,5,No
100,7.54,8.04,9,0,3,2,3,No
86,8.13,8.4,2,0,3,4,3,No
97,8.5,8.48,2,0,6,3,4,No
77,6.27,5.78,5,1,6,9,1,No
120,9.05,9.25,5,0,3,5,4,Yes
95,9.75,9.64,10,1,6,8,2,Yes
92,7.33,7.46,10,0,7,4,2,No
123,8.51,8.62,2,0,8,4,5,Yes
81,8.69,8.67,10,1,5,10,0,No
83,8.31,8.75,4,1,3,3,1,No
83,7.74,7.26,9,0,9,9,3,No
98,9.41,9.62,4,0,1,10,5,Yes
106,7.24,7.15,1,1,8,2,0,No
111,5.31,5.52,5,1,6,3,0,No
138,9.22,9.4,2,1,5,3,5,Yes
66,8.37,7.88,6,0,3,3,5,No
109,9.25,9.04,1,0,3,4,3,No
91,5.69,5.38,7,1,1,5,3,No
91,5.15,4.82,7,0,0,6,4,No
90,9.67,9.9,4,0,4,5,2,No
86,5.74,5.48,9,1,5,9,3,No
125,9.05,9.02,3,1,9,7,4,Yes
112,9.12,8.87,5,0,8,7,2,Yes
100,8.54,8.62,5,0,0,7,1,No
120,5.66,5.88,8,1,4,7,1,No
77,8.34,8.17,10,0,10,2,1,No
80,9.45,9.55,10,0,4,8,3,Yes
67,7.13,7.45,4,1,8,10,2,No
89,7.07,6.66,1,1,10,1,5,No
102,7.21,7.42,5,1,10,6,2,No
101,5.41,5.23,1,0,3,3,1,No
102,9.46,9.08,3,1,2,6,0,No
78,9.35,9.4,6,1,2,6,2,No
112,9.99,9.72,1,1,5,8,2,Yes
103,7.93,8.25,10,0,10,4,4,No
110,8.76,8.3,3,1,0,3,1,No
71,6.01,5.61,7,0,0,2,0,No
104,8.34,8.36,2,1,0,6,4,No
82,8.25,8.34,6,0,6,3,0,No
94,9.51,9.74,7,0,4,4,5,No
108,9.15,8.91,2,1,10,9,0,No
101,9.69,10.03,5,1,8,7,5,No
87,9.34,9.79,10,1,10,1,0,No
100,9.34,9.34,10,1,2,4,3,No
77,5.32,5.58,1,0,5,8,2,No
117,9.23,9.25,3,1,6,10,2,Yes
96,8.04,7.61,1,0,2,4,4,No
116,6.9,6.73,3,1,8,1,5,No
92,5.28,4.87,4,1,1,10,0,No
92,8.39,8.88,5,1,6,2,0,No
88,6.64,6.37,4,1,9,5,2,No
113,7.34,7.48,4,1,3,6,5,No
89,8.41,8.19,9,0,8,1,0,No
109,9.56,9.71,9,1,6,5,0,No
94,9.13,8.84,9,0,7,8,0,No
70,7.25,7.54,5,0,10,8,1,No
91,6.94,6.55,5,0,9,2,1,No
82,6.2,6.6,2,0,2,9,1,No
100,6.86,7.2,6,0,5,2,5,No
82,5.56,5.74,2,1,3,4,5,No
113,9.86,9.43,10,1,3,10,4,Yes
98,7.87,7.58,5,0,1,4,0,No
97,5.64,6.0,5,1,10,4,1,No
109,6.76,6.38,4,0,9,7,1,No
114,7.74,7.4,5,1,8,8,3,Yes
99,7.66,7.7,7,0,10,8,4,No
88,5.18,4.95,10,0,0,4,1,No
73,9.75,9.47,2,0,0,4,1,No
89,6.38,6.46,1,0,6,6,1,No
90,5.08,4.95,4,1,9,9,3,No
101,5.38,5.02,7,1,6,5,3,No
94,7.9,7.93,1,0,3,2,4,No
110,5.69,5.58,4,0,7,9,0,No
90,5.21,5.44,6,0,4,9,0,No
99,6.9,6.5,6,0,5,1,5,No
117,8.11,8.23,1,1,3,9,4,Yes
105,5.56,5.5,7,0,2,7,5,No
99,6.57,6.48,5,0,1,1,0,No
90,7.09,6.82,6,1,7,2,2,No
90,5.8,5.33,1,0,10,2,5,No
87,7.53,7.88,7,1,4,8,0,No
91,5.43,5.26,4,0,9,1,3,No
111,5.23,5.41,3,0,5,3,3,No
96,7.6,8.05,4,0,5,1,1,No
79,6.24,6.3,9,1,3,5,3,No
126,5.48,5.38,5,1,8,4,2,No
104,7.12,6.89,5,0,6,3,2,No
78,9.58,10.01,8,0,9,8,2,Yes
93,8.62,8.8,7,1,7,7,1,No
101,9.08,9.25,3,1,6,4,0,No
125,9.36,9.29,1,0,3,1,1,No
83,9.86,10.21,2,1,8,7,3,No
114,8.82,9.03,3,1,1,3,2,Yes
120,8.04,7.82,1,0,4,5,1,No
90,6.83,6.93,1,0,1,8,5,No
95,5.91,5.84,8,1,7,9,1,No
84,8.43,7.94,8,0,8,10,2,No
96,9.97,10.28,2,1,2,10,4,Yes
99,7.34,6.96,8,1,4,7,2,No
109,8.62,8.63,2,0,8,6,4,No
116,7.48,7.32,5,0,5,5,2,No
88,7.16,7.0,1,0,2,5,0,No
70,7.05,7.03,9,1,5,4,4,No
99,7.52,8.02,4,1,8,7,4,No
104,6.83,6.74,10,1,10,1,5,No
103,8.74,8.42,2,1,10,3,1,No
95,9.37,9.48,1,0,9,6,4,No
101,9.41,9.15,6,0,6,10,3,Yes
122,6.14,5.75,8,0,3,1,1,No
105,9.48,9.03,4,0,3,7,1,No
94,6.71,6.23,1,0,0,2,5,No
92,6.55,6.48,1,1,2,7,0,No
97,8.63,8.56,6,1,8,4,1,No
124,6.52,6.21,2,0,0,9,1,No
97,5.26,5.54,5,0,1,5,3,No
99,6.87,6.5,2,0,1,1,1,No
92,8.61,9.03,9,0,7,4,4,No
116,6.63,6.72,2,1,5,4,5,No
129,8.15,7.68,5,1,6,4,5,No
106,8.3,8.76,4,0,10,3,0,No
101,8.67,8.48,1,0,3,3,5,No
100,9.49,9.44,10,0,10,10,5,Yes
64,7.16,6.94,9,0,3,5,3,No
111,5.83,6.06,3,1,3,5,5,No
102,6.59,6.58,10,1,5,2,2,No
106,7.16,6.79,8,0,3,10,2,No
89,8.57,8.17,4,0,0,10,2,Yes
94,5.07,5.3,9,1,0,9,3,No
93,6.58,6.32,5,1,7,3,2,No
115,8.9,8.54,2,1,1,4,4,Yes
94,8.35,8.35,8,0,8,2,2,No
131,8.66,8.96,4,0,9,8,2,Yes
106,9.06,8.84,2,0,7,7,0,No
80,8.92,8.7,6,1,0,3,2,No
98,8.41,8.74,1,0,9,5,2,No
90,7.2,6.85,8,1,10,1,1,No
67,9.92,10.04,9,1,7,6,4,No
123,7.85,8.31,7,0,8,10,3,Yes
110,6.01,6.35,9,1,3,6,0,No
107,6.46,6.02,2,1,6,5,3,No
102,8.47,8.29,1,0,3,9,2,Yes
79,9.62,9.26,7,1,2,4,1,No
92,5.89,6.34,4,0,10,2,2,No
112,5.41,5.9,10,1,0,7,2,No
84,9.41,9.14,8,0,1,5,5,No
62,9.58,9.75,3,0,6,7,5,No
96,6.38,6.72,7,1,5,7,0,No
97,6.89,6.62,7,0,7,7,0,No
102,8.3,7.99,10,1,10,3,3,No
110,6.65,6.16,9,0,2,5,2,No
109,9.39,9.3,4,0,5,1,5,No
103,5.54,5.94,10,0,5,6,3,No
117,5.19,5.59,1,1,1,4,2,No
77,6.04,5.67,7,1,0,2,0,No
107,6.43,6.13,10,1,1,3,1,No
109,5.56,5.47,6,0,8,3,5,No
81,5.33,5.61,1,0,5,1,5,No
77,8.78,8.89,9,1,2,7,3,No
88,5.82,5.83,10,1,9,10,3,No
90,9.57,9.66,8,1,6,3,4,No
111,6.84,6.44,10,1,0,7,5,No
90,8.35,8.33,4,0,7,10,4,Yes
87,6.13,6.62,5,1,9,10,1,No
90,6.2,5.79,8,0,6,9,5,No
116,7.87,7.89,2,1,2,6,4,No
100,7.8,7.6,6,0,3,8,1,No
97,8.84,8.88,10,1,10,1,2,No
98,8.79,8.86,2,0,6,8,4,Yes
119,8.35,8.43,8,0,3,8,4,Yes
88,7.25,7.6,5,0,4,3,3,No
119,9.45,9.34,10,0,0,6,1,No
103,8.11,8.13,3,1,4,6,3,No
97,9.95,9.46,2,1,9,7,4,No
137,9.1,9.39,4,0,9,3,5,Yes
84,5.22,4.98,8,0,3,10,2,No
94,6.6,6.92,1,1,2,1,0,No
81,7.86,7.63,10,0,8,9,1,No
114,8.61,8.12,3,0,0,6,1,No
125,7.75,7.4,1,1,9,5,2,No
125,8.93,9.42,2,1,4,2,2,Yes
118,6.41,6.23,10,1,9,4,1,No
97,5.92,5.53,7,1,1,5,1,No
94,5.27,4.89,1,0,4,10,2,No
74,7.87,7.68,9,1,4,4,5,No
130,8.44,7.98,8,0,9,10,2,Yes
107,6.63,6.64,1,0,10,4,2,No
92,8.07,7.78,10,0,0,6,4,No
119,5.26,5.28,1,0,3,4,5,No
85,5.5,5.14,2,0,6,9,1,No
106,8.51,8.44,2,0,0,2,1,No
97,6.84,6.94,6,1,9,5,2,No
109,8.36,7.92,1,1,1,3,3,No
99,9.16,9.06,4,0,3,8,0,No
78,9.26,9.06,7,1,9,3,1,No
101,5.86,5.6,9,1,1,8,4,No
115,7.43,7.53,10,0,1,8,0,No
99,8.67,8.76,3,1,0,2,3,No
111,8.87,9.0,4,0,1,10,5,Yes
84,8.92,8.58,5,1,2,7,4,No
99,6.14,5.93,5,0,3,6,2,No
90,5.96,5.67,2,0,0,1,3,No
111,7.95,7.99,5,0,0,2,2,No
100,8.71,8.67,10,0,6,4,4,No
110,6.6,6.43,1,1,4,2,4,No
116,5.52,5.81,7,1,6,5,2,No
110,8.58,8.17,5,1,9,3,0,No
104,6.5,6.97,6,0,8,6,1,No
85,5.83,5.45,9,0,0,9,1,No
99,5.74,6.01,3,0,7,10,5,No
92,6.57,6.44,1,0,9,7,4,No
94,7.96,8.33,8,1,3,5,3,No
94,6.79,6.36,2,1,8,1,2,No
85,5.1,4.97,2,0,1,1,3,No
70,5.48,5.32,10,0,8,1,2,No
89,6.45,6.94,4,1,7,3,3,No
102,8.3,8.79,5,1,5,7,5,No
79,5.49,5.18,1,0,4,9,2,No
100,7.8,7.93,3,0,2,6,4,No
128,5.6,5.64,8,0,0,7,0,No
115,6.06,5.71,6,0,5,3,1,No
124,5.86,5.53,3,1,9,8,3,Yes
105,5.34,5.83,7,0,4,10,5,No
117,8.36,8.31,6,1,7,6,1,No
89,7.32,6.95,5,0,0,3,3,No
90,9.16,8.87,8,0,9,2,4,No
58,5.49,5.26,8,0,0,9,5,No
117,5.72,5.73,3,1,6,7,4,No
123,6.53,6.37,8,0,7,10,3,Yes
91,8.83,8.79,10,1,9,10,3,Yes
96,6.53,6.2,9,1,0,9,3,No
88,7.04,6.87,10,1,8,4,5,No
105,6.51,6.08,3,0,6,4,4,No
116,5.4,5.79,8,1,6,6,0,No
